Customer ID,Client Segment,Country,Product ID,Product Category,Purchasing Price,Order ID,Order Date,Delivery Date,Service Level,Quantity,Planned Sales Price,Profit
1-26959891,Consumer,Algeria,Product 5,Electronics,"27,702",O-98912691,17-May-20,20-May-20,3,6,"36,567","8,865"
1-77308307,Consumer,Morocco,Product 1,Electronics,"28,272",O-83077732,6-Jan-20,7-Jan-20,1,5,"37,602","9,330"
1-13714707,Corporate,Iraq,Product 9,Furniture,"57,057",O-47071378,14-Jun-20,17-Jun-20,3,5,"65,616","8,559"
1-5064280,Consumer,United Arab Emirates,Product 19,Computer & Laptop,"15,954",O-42805062,18-Mar-20,20-Mar-20,2,3,"24,729","8,775"
1-3747666,Consumer,Egypt,Product 9,Furniture,"57,057",O-76663747,11-Feb-20,14-Feb-20,3,5,"71,321","14,264"
1-49130940,Consumer,Egypt,Product 7,Electronics,"36,081",O-09404918,27-Sep-20,29-Sep-20,2,8,"45,101","9,020"
1-56419344,Consumer,Egypt,Product 15,Computer & Laptop,"23,070",O-93445643,26-Apr-20,27-Apr-20,1,3,"28,838","5,768"
1-33020815,Consumer,Egypt,Product 1,Electronics,"28,272",O-08153302,12-Jul-20,13-Jul-20,1,25,"35,340","7,068"
1-860093,Consumer,Algeria,Product 19,Computer & Laptop,"15,954",O-00938601,8-Nov-20,10-Nov-20,2,3,"20,581","4,627"
1-20366717,Corporate,Morocco,Product 10,Furniture,"23,699",O-67172038,1-Nov-20,2-Nov-20,1,19,"31,520","7,821"
1-96248954,Consumer,Saudi Arabia,Product 12,Furniture,"44,494",O-89549621,28-Apr-20,30-Apr-20,2,1,"62,292","17,798"
1-46414516,Corporate,United Arab Emirates,Product 16,Computer & Laptop,"19,080",O-45164641,24-Aug-20,27-Aug-20,3,12,"29,574","10,494"
1-13960388,Consumer,Algeria,Product 12,Furniture,"44,494",O-03881393,5-Apr-20,7-Apr-20,2,14,"55,618","11,124"
1-33695223,Corporate,United Arab Emirates,Product 19,Computer & Laptop,"15,954",O-52233368,28-Sep-20,30-Sep-20,2,18,"24,729","8,775"
1-48053618,Consumer,Algeria,Product 20,Computer & Laptop,"12,734",O-36184803,14-Jun-20,16-Jun-20,2,16,"16,554","3,820"
1-73806475,Consumer,Morocco,Product 8,Furniture,"43,423",O-64757385,3-Jan-20,5-Jan-20,2,1,"57,753","14,330"
1-47989211,Consumer,Algeria,Product 1,Electronics,"28,272",O-92114792,17-Apr-20,18-Apr-20,1,14,"36,754","8,482"
1-81424637,Consumer,Algeria,Product 3,Electronics,"24,395",O-46378141,22-Aug-20,23-Aug-20,1,2,"31,226","6,831"
1-87318474,Consumer,Iraq,Product 16,Computer & Laptop,"19,080",O-84748733,9-Jul-20,10-Jul-20,1,4,"21,942","2,862"
1-6131406,Consumer,Saudi Arabia,Product 17,Computer & Laptop,"18,711",O-14066139,8-Apr-20,10-Apr-20,2,2,"26,195","7,484"
1-525383,Consumer,Algeria,Product 17,Computer & Laptop,"18,711",O-53835257,3-May-20,5-May-20,2,1,"25,073","6,362"
1-11061841,Corporate,Morocco,Product 3,Electronics,"24,395",O-18411108,20-Aug-20,23-Aug-20,3,7,"32,445","8,050"
1-85506787,Consumer,Morocco,Product 1,Electronics,"28,272",O-67878553,2-Feb-20,4-Feb-20,2,4,"37,602","9,330"
1-95270062,Consumer,United Arab Emirates,Product 11,Furniture,"44,772",O-00629526,25-Jul-20,26-Jul-20,1,4,"69,397","24,625"
1-86043280,Consumer,Morocco,Product 8,Furniture,"43,423",O-32808601,25-Mar-20,28-Mar-20,3,3,"57,753","14,330"
1-84468299,Consumer,Saudi Arabia,Product 17,Computer & Laptop,"18,711",O-82998447,19-May-20,20-May-20,1,4,"26,195","7,484"
1-68144226,Consumer,United Arab Emirates,Product 10,Furniture,"23,699",O-42266817,24-Oct-20,27-Oct-20,3,4,"36,733","13,034"
1-77191127,Consumer,Saudi Arabia,Product 3,Electronics,"24,395",O-11277716,19-Aug-20,20-Aug-20,1,3,"34,153","9,758"
1-14117997,Corporate,Iraq,Product 17,Computer & Laptop,"18,711",O-79971415,23-Apr-20,24-Apr-20,1,17,"21,518","2,807"
1-34954716,Corporate,Morocco,Product 8,Furniture,"43,423",O-47163496,2-Apr-20,3-Apr-20,1,25,"57,753","14,330"
1-35743275,Corporate,Morocco,Product 19,Computer & Laptop,"15,954",O-32753571,12-Mar-20,13-Mar-20,1,17,"21,219","5,265"
1-42942901,Corporate,Morocco,Product 12,Furniture,"44,494",O-29014295,2-Jun-20,4-Jun-20,2,13,"59,177","14,683"
1-12710442,Consumer,Egypt,Product 9,Furniture,"57,057",O-04421272,12-Jun-20,15-Jun-20,3,19,"71,321","14,264"
1-11832022,Corporate,Saudi Arabia,Product 8,Furniture,"43,423",O-20221184,4-Jun-20,5-Jun-20,1,12,"60,792","17,369"
1-41701632,Corporate,Morocco,Product 5,Electronics,"27,702",O-16324177,6-Aug-20,7-Aug-20,1,6,"36,844","9,142"
1-69586105,Consumer,Saudi Arabia,Product 9,Furniture,"57,057",O-61056955,13-Aug-20,16-Aug-20,3,1,"79,880","22,823"
1-14953292,Corporate,United Arab Emirates,Product 15,Computer & Laptop,"23,070",O-32921492,28-Apr-20,29-Apr-20,1,11,"35,759","12,689"
1-41566779,Corporate,Saudi Arabia,Product 8,Furniture,"43,423",O-67794154,1-Nov-20,3-Nov-20,2,7,"60,792","17,369"
1-37838040,Corporate,United Arab Emirates,Product 19,Computer & Laptop,"15,954",O-80403789,20-Jan-20,22-Jan-20,2,6,"24,729","8,775"
1-89466165,Consumer,Algeria,Product 1,Electronics,"28,272",O-61658944,28-Oct-20,29-Oct-20,1,2,"36,754","8,482"
1-69053878,Consumer,Algeria,Product 18,Computer & Laptop,"12,308",O-38786902,3-Mar-20,6-Mar-20,3,1,"16,247","3,939"
1-83985921,Consumer,Morocco,Product 17,Computer & Laptop,"18,711",O-59218395,30-Oct-20,1-Nov-20,2,2,"24,886","6,175"
1-70744255,Consumer,Egypt,Product 4,Electronics,"19,232",O-42557077,20-Apr-20,22-Apr-20,2,5,"24,040","4,808"
1-64236039,Consumer,Morocco,Product 20,Computer & Laptop,"12,734",O-60396428,3-Sep-20,4-Sep-20,1,1,"16,936","4,202"
1-13313715,Consumer,Algeria,Product 17,Computer & Laptop,"18,711",O-37151339,28-May-20,31-May-20,3,15,"25,073","6,362"
1-57575980,Consumer,Saudi Arabia,Product 17,Computer & Laptop,"18,711",O-59805751,19-Jun-20,21-Jun-20,2,4,"26,195","7,484"
1-30560048,Corporate,Iraq,Product 9,Furniture,"57,057",O-00483056,26-Nov-20,29-Nov-20,3,9,"65,616","8,559"
1-44223472,Corporate,Morocco,Product 1,Electronics,"28,272",O-34724423,20-Aug-20,23-Aug-20,3,13,"37,602","9,330"
1-58039001,Consumer,Morocco,Product 13,Furniture,"50,443",O-90015804,20-Nov-20,22-Nov-20,2,5,"67,089","16,646"
1-53438652,Consumer,Morocco,Product 8,Furniture,"43,423",O-86525344,14-Jul-20,15-Jul-20,1,2,"57,753","14,330"
1-94152967,Consumer,Egypt,Product 17,Computer & Laptop,"18,711",O-29679418,25-Apr-20,27-Apr-20,2,2,"23,389","4,678"
1-39896248,Corporate,Morocco,Product 19,Computer & Laptop,"15,954",O-62483985,25-Jul-20,27-Jul-20,2,10,"21,219","5,265"
1-36067331,Corporate,Iraq,Product 3,Electronics,"24,395",O-73313609,29-Jun-20,30-Jun-20,1,19,"28,054","3,659"
1-20429497,Consumer,Egypt,Product 16,Computer & Laptop,"19,080",O-94972048,2-Dec-20,4-Dec-20,2,14,"23,850","4,770"
1-3161557,Corporate,Saudi Arabia,Product 17,Computer & Laptop,"18,711",O-15573163,21-Aug-20,24-Aug-20,3,12,"26,195","7,484"
1-77583864,Consumer,United Arab Emirates,Product 14,Furniture,"21,430",O-38647753,13-Jul-20,14-Jul-20,1,3,"33,217","11,787"
1-2000293,Corporate,Morocco,Product 7,Electronics,"36,081",O-02932004,27-Jan-20,29-Jan-20,2,13,"47,988","11,907"
1-30891704,Corporate,Saudi Arabia,Product 7,Electronics,"36,081",O-17043087,8-May-20,9-May-20,1,11,"50,513","14,432"
1-65326181,Consumer,Egypt,Product 3,Electronics,"24,395",O-61816534,20-Aug-20,23-Aug-20,3,2,"30,494","6,099"
1-93890664,Consumer,Egypt,Product 17,Computer & Laptop,"18,711",O-06649382,1-Sep-20,3-Sep-20,2,1,"23,389","4,678"
1-4946688,Corporate,Morocco,Product 17,Computer & Laptop,"18,711",O-66884941,21-Sep-20,23-Sep-20,2,14,"24,886","6,175"
1-70355420,Consumer,Egypt,Product 14,Furniture,"21,430",O-54207034,7-Sep-20,10-Sep-20,3,3,"26,788","5,358"
1-94912699,Consumer,Egypt,Product 18,Computer & Laptop,"12,308",O-26999491,7-Dec-20,8-Dec-20,1,3,"15,385","3,077"
1-28573681,Corporate,Morocco,Product 11,Furniture,"44,772",O-36812857,22-Jan-20,25-Jan-20,3,22,"59,547","14,775"
1-845970,Consumer,United Arab Emirates,Product 4,Electronics,"19,232",O-59708458,10-Apr-20,12-Apr-20,2,3,"29,810","10,578"
1-41813561,Corporate,United Arab Emirates,Product 16,Computer & Laptop,"19,080",O-35614184,30-Mar-20,1-Apr-20,2,10,"29,574","10,494"
1-96400585,Consumer,Egypt,Product 3,Electronics,"24,395",O-05859642,26-Apr-20,27-Apr-20,1,5,"30,494","6,099"
1-38145766,Corporate,Iraq,Product 16,Computer & Laptop,"19,080",O-57663811,31-Aug-20,2-Sep-20,2,24,"21,942","2,862"
1-86562737,Consumer,Egypt,Product 6,Electronics,"27,960",O-27378652,11-Jan-20,12-Jan-20,1,4,"34,950","6,990"
1-41933550,Corporate,Iraq,Product 14,Furniture,"21,430",O-35504199,30-Jul-20,31-Jul-20,1,18,"24,645","3,215"
1-88136059,Consumer,Algeria,Product 3,Electronics,"24,395",O-60598816,2-Oct-20,3-Oct-20,1,4,"31,226","6,831"
1-12329133,Consumer,Algeria,Product 19,Computer & Laptop,"15,954",O-91331238,4-Jul-20,6-Jul-20,2,24,"20,581","4,627"
1-93842605,Consumer,Saudi Arabia,Product 14,Furniture,"21,430",O-26059389,27-Oct-20,30-Oct-20,3,3,"30,002","8,572"
1-88970971,Consumer,Iraq,Product 12,Furniture,"44,494",O-09718892,30-Jan-20,1-Feb-20,2,2,"51,168","6,674"
1-48838981,Consumer,Algeria,Product 12,Furniture,"44,494",O-89814888,2-Oct-20,3-Oct-20,1,13,"55,618","11,124"
1-58450085,Consumer,Algeria,Product 18,Computer & Laptop,"12,308",O-00855844,9-Dec-20,11-Dec-20,2,4,"16,247","3,939"
1-11664419,Corporate,Saudi Arabia,Product 18,Computer & Laptop,"12,308",O-44191163,28-May-20,30-May-20,2,24,"17,231","4,923"
1-54263558,Consumer,Morocco,Product 7,Electronics,"36,081",O-35585426,16-Jul-20,18-Jul-20,2,3,"47,988","11,907"
1-12771879,Corporate,Saudi Arabia,Product 5,Electronics,"27,702",O-18791274,28-Jul-20,31-Jul-20,3,15,"38,783","11,081"
1-62646790,Consumer,United Arab Emirates,Product 3,Electronics,"24,395",O-67906261,17-Apr-20,18-Apr-20,1,3,"37,812","13,417"
1-89020201,Consumer,Morocco,Product 4,Electronics,"19,232",O-02018908,28-Feb-20,1-Mar-20,2,3,"25,579","6,347"
1-51593253,Consumer,Iraq,Product 19,Computer & Laptop,"15,954",O-32535151,8-May-20,10-May-20,2,3,"18,347","2,393"
1-32732687,Consumer,Egypt,Product 9,Furniture,"57,057",O-26873272,5-Aug-20,6-Aug-20,1,11,"71,321","14,264"
1-46647925,Corporate,Iraq,Product 20,Computer & Laptop,"12,734",O-79254664,3-Dec-20,5-Dec-20,2,12,"14,644","1,910"
1-18988444,Consumer,Algeria,Product 19,Computer & Laptop,"15,954",O-84441893,25-Mar-20,27-Mar-20,2,15,"20,581","4,627"
1-91394408,Consumer,Iraq,Product 9,Furniture,"57,057",O-44089136,30-Dec-20,31-Dec-20,1,1,"65,616","8,559"
1-13777605,Consumer,Algeria,Product 17,Computer & Laptop,"18,711",O-76051373,11-Jun-20,12-Jun-20,1,12,"25,073","6,362"
1-61155986,Consumer,Morocco,Product 11,Furniture,"44,772",O-59866112,21-Oct-20,24-Oct-20,3,2,"59,547","14,775"
1-59555892,Consumer,Saudi Arabia,Product 17,Computer & Laptop,"18,711",O-58925959,6-Apr-20,7-Apr-20,1,4,"26,195","7,484"
1-66899491,Consumer,Morocco,Product 13,Furniture,"50,443",O-94916689,19-Feb-20,22-Feb-20,3,5,"67,089","16,646"
1-23753797,Corporate,United Arab Emirates,Product 9,Furniture,"57,057",O-37972376,5-Dec-20,7-Dec-20,2,19,"88,438","31,381"
1-44997685,Corporate,Saudi Arabia,Product 9,Furniture,"57,057",O-76854497,23-Jan-20,24-Jan-20,1,5,"79,880","22,823"
1-58118860,Consumer,Egypt,Product 15,Computer & Laptop,"23,070",O-88605811,27-Nov-20,28-Nov-20,1,3,"28,838","5,768"
1-23183461,Corporate,United Arab Emirates,Product 7,Electronics,"36,081",O-34612313,28-Apr-20,1-May-20,3,17,"55,926","19,845"
1-25543289,Corporate,Morocco,Product 17,Computer & Laptop,"18,711",O-32892551,11-Jan-20,13-Jan-20,2,25,"24,886","6,175"
1-53899453,Consumer,Egypt,Product 7,Electronics,"36,081",O-94535384,22-Oct-20,25-Oct-20,3,1,"45,101","9,020"
1-89523635,Consumer,United Arab Emirates,Product 1,Electronics,"28,272",O-36358953,2-May-20,3-May-20,1,1,"43,822","15,550"
1-62451209,Consumer,Iraq,Product 1,Electronics,"28,272",O-12096244,27-Mar-20,29-Mar-20,2,1,"32,513","4,241"
1-66786778,Consumer,Saudi Arabia,Product 11,Furniture,"44,772",O-67786676,18-May-20,20-May-20,2,2,"62,681","17,909"
1-27215956,Consumer,Algeria,Product 7,Electronics,"36,081",O-59562722,24-May-20,26-May-20,2,10,"45,462","9,381"
1-13366937,Corporate,Iraq,Product 12,Furniture,"44,494",O-69371333,28-Sep-20,1-Oct-20,3,15,"51,168","6,674"
1-28421626,Corporate,United Arab Emirates,Product 11,Furniture,"44,772",O-16262843,10-Jan-20,12-Jan-20,2,19,"69,397","24,625"
1-6074395,Consumer,Iraq,Product 16,Computer & Laptop,"19,080",O-43956073,1-Dec-20,4-Dec-20,3,5,"21,942","2,862"
1-91015849,Consumer,Morocco,Product 18,Computer & Laptop,"12,308",O-58499102,8-Dec-20,10-Dec-20,2,5,"16,370","4,062"
1-73380625,Consumer,Saudi Arabia,Product 20,Computer & Laptop,"12,734",O-06257332,17-Jun-20,19-Jun-20,2,5,"17,828","5,094"
1-99562853,Consumer,Egypt,Product 12,Furniture,"44,494",O-28539952,3-Feb-20,4-Feb-20,1,4,"55,618","11,124"
1-34340549,Corporate,Morocco,Product 7,Electronics,"36,081",O-05493434,3-Jun-20,6-Jun-20,3,7,"47,988","11,907"
1-53395434,Consumer,Egypt,Product 2,Electronics,"13,144",O-54345333,13-Oct-20,14-Oct-20,1,1,"16,430","3,286"
1-18432165,Consumer,Egypt,Product 12,Furniture,"44,494",O-21651848,1-Mar-20,4-Mar-20,3,6,"55,618","11,124"
1-79625192,Consumer,United Arab Emirates,Product 18,Computer & Laptop,"12,308",O-51927967,30-Dec-20,1-Jan-21,2,2,"19,077","6,769"
1-36636598,Corporate,Iraq,Product 19,Computer & Laptop,"15,954",O-65983662,1-Jul-20,3-Jul-20,2,23,"18,347","2,393"
1-2337369,Consumer,Egypt,Product 3,Electronics,"24,395",O-73692335,21-Jul-20,24-Jul-20,3,23,"30,494","6,099"
1-67155142,Consumer,Egypt,Product 1,Electronics,"28,272",O-51426718,26-Feb-20,28-Feb-20,2,5,"35,340","7,068"
1-86177662,Consumer,Morocco,Product 3,Electronics,"24,395",O-76628613,24-Jun-20,25-Jun-20,1,5,"32,445","8,050"
1-95181986,Consumer,Algeria,Product 6,Electronics,"27,960",O-19869516,6-Feb-20,7-Feb-20,1,5,"36,348","8,388"
1-50994627,Consumer,Egypt,Product 16,Computer & Laptop,"19,080",O-46275094,21-Jun-20,22-Jun-20,1,3,"23,850","4,770"
1-2735001,Corporate,Morocco,Product 13,Furniture,"50,443",O-50012731,23-May-20,26-May-20,3,20,"67,089","16,646"
1-47699340,Consumer,Egypt,Product 3,Electronics,"24,395",O-93404765,4-Jun-20,5-Jun-20,1,9,"30,494","6,099"
1-73103692,Consumer,Saudi Arabia,Product 15,Computer & Laptop,"23,070",O-36927315,29-Feb-20,1-Mar-20,1,5,"32,298","9,228"
1-64757518,Consumer,Algeria,Product 5,Electronics,"27,702",O-75186473,14-Aug-20,16-Aug-20,2,5,"36,567","8,865"
1-14046983,Corporate,Saudi Arabia,Product 8,Furniture,"43,423",O-69831405,24-Jan-20,25-Jan-20,1,7,"60,792","17,369"
1-65870254,Consumer,Algeria,Product 19,Computer & Laptop,"15,954",O-02546581,6-Feb-20,7-Feb-20,1,5,"20,581","4,627"
1-50539554,Consumer,Saudi Arabia,Product 20,Computer & Laptop,"12,734",O-95545058,26-Aug-20,28-Aug-20,2,2,"17,828","5,094"
1-92887253,Consumer,Egypt,Product 17,Computer & Laptop,"18,711",O-72539283,5-Nov-20,7-Nov-20,2,1,"23,389","4,678"
1-40216221,Corporate,Iraq,Product 3,Electronics,"24,395",O-62214027,1-Jan-20,3-Jan-20,2,24,"28,054","3,659"
1-56625077,Consumer,United Arab Emirates,Product 3,Electronics,"24,395",O-50775663,31-Mar-20,2-Apr-20,2,5,"37,812","13,417"
1-62910363,Consumer,United Arab Emirates,Product 2,Electronics,"13,144",O-03636295,13-Jan-20,14-Jan-20,1,5,"20,373","7,229"
1-36031786,Corporate,United Arab Emirates,Product 9,Furniture,"57,057",O-17863606,11-Feb-20,12-Feb-20,1,8,"88,438","31,381"
1-73129765,Consumer,Morocco,Product 19,Computer & Laptop,"15,954",O-97657311,20-Jun-20,23-Jun-20,3,2,"21,219","5,265"
1-11324627,Corporate,United Arab Emirates,Product 5,Electronics,"27,702",O-46271137,5-Dec-20,6-Dec-20,1,23,"42,938","15,236"
1-16625945,Consumer,Egypt,Product 5,Electronics,"27,702",O-59451661,18-Apr-20,19-Apr-20,1,15,"34,628","6,926"
1-63474730,Consumer,Algeria,Product 14,Furniture,"21,430",O-47306348,1-Aug-20,4-Aug-20,3,5,"28,288","6,858"
1-64610977,Consumer,Morocco,Product 19,Computer & Laptop,"15,954",O-09776463,29-Nov-20,30-Nov-20,1,2,"21,219","5,265"
1-30875885,Corporate,Iraq,Product 16,Computer & Laptop,"19,080",O-58853089,24-Jul-20,26-Jul-20,2,12,"21,942","2,862"
1-67001714,Consumer,Iraq,Product 10,Furniture,"23,699",O-17146706,29-Jun-20,1-Jul-20,2,2,"27,254","3,555"
1-48626516,Consumer,Egypt,Product 10,Furniture,"23,699",O-65164867,24-Mar-20,25-Mar-20,1,12,"29,624","5,925"
1-53217309,Consumer,Egypt,Product 11,Furniture,"44,772",O-73095326,3-Jan-20,6-Jan-20,3,5,"55,965","11,193"
1-63481653,Consumer,Iraq,Product 17,Computer & Laptop,"18,711",O-16536343,25-Feb-20,28-Feb-20,3,1,"21,518","2,807"
1-26605895,Corporate,Morocco,Product 14,Furniture,"21,430",O-58952668,7-Feb-20,9-Feb-20,2,24,"28,502","7,072"
1-52379513,Consumer,Egypt,Product 3,Electronics,"24,395",O-95135238,22-Dec-20,23-Dec-20,1,5,"30,494","6,099"
1-78840597,Consumer,Morocco,Product 3,Electronics,"24,395",O-05977886,19-Dec-20,22-Dec-20,3,2,"32,445","8,050"
1-84687351,Consumer,Egypt,Product 13,Furniture,"50,443",O-73518463,25-Dec-20,27-Dec-20,2,2,"63,054","12,611"
1-1745950,Consumer,Egypt,Product 15,Computer & Laptop,"23,070",O-59501742,11-Nov-20,14-Nov-20,3,23,"28,838","5,768"
1-76482488,Consumer,United Arab Emirates,Product 17,Computer & Laptop,"18,711",O-24887647,24-Feb-20,25-Feb-20,1,5,"29,002","10,291"
1-55512627,Consumer,United Arab Emirates,Product 3,Electronics,"24,395",O-26275558,17-May-20,20-May-20,3,3,"37,812","13,417"
1-5756193,Consumer,Iraq,Product 5,Electronics,"27,702",O-61935758,15-Nov-20,16-Nov-20,1,4,"31,857","4,155"
1-15256000,Corporate,United Arab Emirates,Product 1,Electronics,"28,272",O-60001527,2-Oct-20,3-Oct-20,1,19,"43,822","15,550"
1-79384403,Consumer,Iraq,Product 17,Computer & Laptop,"18,711",O-44037933,9-Jun-20,10-Jun-20,1,3,"21,518","2,807"
1-10320807,Consumer,Egypt,Product 14,Furniture,"21,430",O-08071036,13-Oct-20,14-Oct-20,1,6,"26,788","5,358"
1-47853523,Corporate,United Arab Emirates,Product 17,Computer & Laptop,"18,711",O-35234784,20-Oct-20,23-Oct-20,3,8,"29,002","10,291"
1-5532887,Consumer,Algeria,Product 4,Electronics,"19,232",O-28875539,3-Jun-20,5-Jun-20,2,2,"25,771","6,539"
1-2236199,Corporate,Morocco,Product 1,Electronics,"28,272",O-61992232,21-Apr-20,23-Apr-20,2,22,"37,602","9,330"
1-36715017,Corporate,Iraq,Product 5,Electronics,"27,702",O-50173672,5-May-20,6-May-20,1,16,"31,857","4,155"
1-27355584,Corporate,Saudi Arabia,Product 13,Furniture,"50,443",O-55842737,9-Mar-20,11-Mar-20,2,10,"70,620","20,177"
1-24444711,Consumer,Egypt,Product 14,Furniture,"21,430",O-47112443,25-Jan-20,26-Jan-20,1,20,"26,788","5,358"
1-77507791,Consumer,Iraq,Product 8,Furniture,"43,423",O-77917753,10-Mar-20,12-Mar-20,2,2,"49,936","6,513"
1-38810848,Corporate,Iraq,Product 17,Computer & Laptop,"18,711",O-08483888,25-Jul-20,28-Jul-20,3,14,"21,518","2,807"
1-30639555,Corporate,United Arab Emirates,Product 13,Furniture,"50,443",O-95553065,6-May-20,7-May-20,1,12,"78,187","27,744"
1-51010666,Consumer,Iraq,Product 18,Computer & Laptop,"12,308",O-06665107,2-Jul-20,3-Jul-20,1,2,"14,154","1,846"
1-54511388,Consumer,Morocco,Product 19,Computer & Laptop,"15,954",O-13885455,3-Apr-20,6-Apr-20,3,3,"21,219","5,265"
1-37862542,Consumer,Algeria,Product 6,Electronics,"27,960",O-25423787,10-Feb-20,13-Feb-20,3,14,"36,348","8,388"
1-43410788,Corporate,United Arab Emirates,Product 11,Furniture,"44,772",O-07884344,2-Mar-20,3-Mar-20,1,25,"69,397","24,625"
1-43295763,Corporate,United Arab Emirates,Product 6,Electronics,"27,960",O-57634323,6-May-20,8-May-20,2,16,"43,338","15,378"
1-4654278,Corporate,United Arab Emirates,Product 9,Furniture,"57,057",O-42784656,17-May-20,20-May-20,3,13,"88,438","31,381"
1-8792088,Consumer,Iraq,Product 14,Furniture,"21,430",O-20888798,3-Nov-20,6-Nov-20,3,3,"24,645","3,215"
1-59026352,Consumer,Algeria,Product 4,Electronics,"19,232",O-63525903,22-Jan-20,23-Jan-20,1,1,"25,771","6,539"
1-86084546,Consumer,Saudi Arabia,Product 7,Electronics,"36,081",O-45468602,23-Mar-20,25-Mar-20,2,3,"50,513","14,432"
1-11838187,Corporate,Saudi Arabia,Product 16,Computer & Laptop,"19,080",O-81871181,15-Apr-20,18-Apr-20,3,11,"26,712","7,632"
1-94518698,Consumer,Iraq,Product 14,Furniture,"21,430",O-86989451,17-Nov-20,18-Nov-20,1,2,"24,645","3,215"
1-18437828,Corporate,United Arab Emirates,Product 12,Furniture,"44,494",O-78281847,8-Feb-20,9-Feb-20,1,10,"68,966","24,472"
1-8214934,Consumer,Algeria,Product 14,Furniture,"21,430",O-49348215,16-Aug-20,18-Aug-20,2,5,"28,288","6,858"
1-57297879,Consumer,Saudi Arabia,Product 5,Electronics,"27,702",O-78795723,18-Nov-20,21-Nov-20,3,1,"38,783","11,081"
1-8440852,Consumer,Saudi Arabia,Product 16,Computer & Laptop,"19,080",O-08528444,8-May-20,11-May-20,3,5,"26,712","7,632"
1-89405046,Consumer,Iraq,Product 1,Electronics,"28,272",O-50468948,17-Dec-20,18-Dec-20,1,4,"32,513","4,241"
1-50774727,Consumer,Morocco,Product 3,Electronics,"24,395",O-47275073,22-Feb-20,25-Feb-20,3,3,"32,445","8,050"
1-27277122,Consumer,Algeria,Product 1,Electronics,"28,272",O-71222722,22-May-20,25-May-20,3,16,"36,754","8,482"
1-93912423,Consumer,Egypt,Product 18,Computer & Laptop,"12,308",O-24239391,17-Nov-20,19-Nov-20,2,3,"15,385","3,077"
1-14967806,Corporate,Iraq,Product 13,Furniture,"50,443",O-78061492,17-Feb-20,20-Feb-20,3,20,"58,009","7,566"
1-26342059,Consumer,Egypt,Product 2,Electronics,"13,144",O-20592631,12-Nov-20,14-Nov-20,2,24,"16,430","3,286"
1-6350844,Consumer,United Arab Emirates,Product 14,Furniture,"21,430",O-08446356,31-Oct-20,1-Nov-20,1,1,"33,217","11,787"
1-4874456,Consumer,Algeria,Product 19,Computer & Laptop,"15,954",O-44564874,11-Nov-20,14-Nov-20,3,8,"20,581","4,627"
1-78527569,Consumer,Algeria,Product 6,Electronics,"27,960",O-75697856,25-Feb-20,28-Feb-20,3,2,"36,348","8,388"
1-83202379,Consumer,Saudi Arabia,Product 8,Furniture,"43,423",O-23798327,3-Dec-20,5-Dec-20,2,2,"60,792","17,369"
1-24059479,Corporate,Morocco,Product 6,Electronics,"27,960",O-94792405,28-Dec-20,30-Dec-20,2,19,"37,187","9,227"
1-70216215,Consumer,Algeria,Product 4,Electronics,"19,232",O-62157026,13-Mar-20,15-Mar-20,2,5,"25,771","6,539"
1-97374724,Consumer,Egypt,Product 18,Computer & Laptop,"12,308",O-47249738,24-Aug-20,27-Aug-20,3,3,"15,385","3,077"
1-43130763,Corporate,Morocco,Product 8,Furniture,"43,423",O-07634314,27-Jan-20,29-Jan-20,2,13,"57,753","14,330"
1-34104776,Consumer,Algeria,Product 6,Electronics,"27,960",O-47763417,17-Jul-20,18-Jul-20,1,11,"36,348","8,388"
1-17355647,Corporate,Morocco,Product 7,Electronics,"36,081",O-56471735,30-Sep-20,1-Oct-20,1,20,"47,988","11,907"
1-40853264,Corporate,United Arab Emirates,Product 15,Computer & Laptop,"23,070",O-32644082,29-Jul-20,30-Jul-20,1,14,"35,759","12,689"
1-37025524,Corporate,Morocco,Product 4,Electronics,"19,232",O-55243702,23-Dec-20,24-Dec-20,1,6,"25,579","6,347"
1-33253675,Corporate,Iraq,Product 9,Furniture,"57,057",O-36753328,18-Jul-20,20-Jul-20,2,21,"65,616","8,559"
1-17003400,Corporate,Saudi Arabia,Product 15,Computer & Laptop,"23,070",O-34001703,18-Sep-20,19-Sep-20,1,8,"32,298","9,228"
1-46042451,Corporate,Iraq,Product 2,Electronics,"13,144",O-24514605,30-Jan-20,2-Feb-20,3,11,"15,116","1,972"
1-62110946,Consumer,Egypt,Product 5,Electronics,"27,702",O-09466218,10-Aug-20,11-Aug-20,1,2,"34,628","6,926"
1-35467190,Consumer,Algeria,Product 19,Computer & Laptop,"15,954",O-71903549,30-Apr-20,3-May-20,3,22,"20,581","4,627"
1-24315419,Consumer,Algeria,Product 3,Electronics,"24,395",O-54192433,16-Jul-20,17-Jul-20,1,14,"31,226","6,831"
1-50469529,Consumer,Saudi Arabia,Product 16,Computer & Laptop,"19,080",O-95295048,8-Sep-20,11-Sep-20,3,3,"26,712","7,632"
1-65659276,Consumer,Egypt,Product 3,Electronics,"24,395",O-92766562,1-May-20,4-May-20,3,1,"30,494","6,099"
1-27624582,Corporate,Saudi Arabia,Product 13,Furniture,"50,443",O-45822761,18-Apr-20,21-Apr-20,3,19,"70,620","20,177"
1-49289956,Consumer,Egypt,Product 8,Furniture,"43,423",O-99564923,8-Apr-20,11-Apr-20,3,25,"54,279","10,856"
